Category,Location,Purchase Date,Purchase Cost,Model Name,Manufacturer,Asset Tag,Checkout Type,Checkout Location,Notes,Status
Бытовая Техника,ЖК Символ-Квартал Свобода,2019-12-27,477,чайник Sonnen Сокол,Не определен,185,location,ЖК Символ-Квартал Свобода,12346364,Доступные
Бытовая Техника,ЖК Символ-Квартал Свобода,2019-10-28,450,чайник Великие реки 1А,Не определен,186,location,ЖК Символ-Квартал Свобода,12345801,Доступные
Бытовая Техника,ЖК Символ-Квартал Свобода,2019-10-28,450,чайник Великие реки 1А,Не определен,187,location,ЖК Символ-Квартал Свобода,12345806,Доступные
Бытовая Техника,ЖК Символ-Квартал Свобода,2019-10-28,450,чайник Великие реки 1А,Не определен,188,location,ЖК Символ-Квартал Свобода,12345805,Доступные
Бытовая Техника,ЖК Символ-Квартал Свобода,2019-10-28,450,чайник Великие реки 1А,Не определен,189,location,ЖК Символ-Квартал Свобода,12345804,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2020-03-17,10000,Градусник медицинский,Не определен,190,location,ЖК Символ-Квартал Свобода,13977932,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2016-08-18,0,"Сетевой удлинитель 4 гнезда, 3 м",Не определен,191,location,ЖК Символ-Квартал Свобода,12345958,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2018-05-21,0,Сетевой удлинитель Светозар SV-55055-3,Не определен,192,location,ЖК Символ-Квартал Свобода,12345960,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2019-12-05,175,удлинитель Sven,Не определен,193,location,ЖК Символ-Квартал Свобода,12346178,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2019-10-28,210,удлинитель Радист Премиум,Не определен,194,location,ЖК Символ-Квартал Свобода,12345795,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2019-10-28,210,удлинитель Радист Премиум,Не определен,195,location,ЖК Символ-Квартал Свобода,12345800,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2019-10-28,210,удлинитель Радист Премиум,Не определен,196,location,ЖК Символ-Квартал Свобода,12345799,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2020-04-13,165,"Удлиннитель Smartbuy SBE-16-3-03-Z. з роз, зм.",Не определен,197,location,ЖК Символ-Квартал Свобода,12346180,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2020-04-13,165,"Удлиннитель Smartbuy SBE-16-3-03-Z. з роз, зм.",Не определен,198,location,ЖК Символ-Квартал Свобода,12346179,Доступные
Электроприборы,ЖК Символ-Квартал Свобода,2015-10-12,0,Утюг Sakura,Не определен,199,location,ЖК Символ-Квартал Свобода,12345949,Доступные
Хозтовары,ЖК Символ-Квартал Свобода,2019-03-15,782,Кастрюля 4 л.  с крышкой,Не определен,200,location,ЖК Символ-Квартал Свобода,2708,Доступные
Хозтовары,ЖК Символ-Квартал Свобода,2019-07-09,0,кровать двухярусная РУСЬ,Не определен,201,location,ЖК Символ-Квартал Свобода,12345943,Доступные
Мебель,ЖК Символ-Квартал Свобода,2019-10-28,2270,Вешалка напольная Vetta,Не определен,202,location,ЖК Символ-Квартал Свобода,2175,Доступные
Мебель,ЖК Символ-Квартал Свобода,2018-05-18,0,Гладильная доска,Не определен,203,location,ЖК Символ-Квартал Свобода,12496161,Доступные
Мебель,ЖК Символ-Квартал Свобода,2018-11-09,1235,Доска гладильная Dogrular Глория,Не определен,204,location,ЖК Символ-Квартал Свобода,12345962,Доступные
Мебель,ЖК Символ-Квартал Свобода,2019-11-07,5110,Кресло Квест Ultra кожзам,Не определен,205,location,ЖК Символ-Квартал Свобода,2180,Доступные
Мебель,ЖК Символ-Квартал Свобода,2019-11-07,5110,Кресло Квест Ultra кожзам,Не определен,206,location,ЖК Символ-Квартал Свобода,2179,Доступные
Мебель,ЖК Символ-Квартал Свобода,2019-11-07,5110,Кресло Квест Ultra кожзам,Не определен,207,location,ЖК Символ-Квартал Свобода,2178,Доступные
Мебель,ЖК Символ-Квартал Свобода,2019-11-07,5110,Кресло Квест Ultra кожзам,Не определен,208,location,ЖК Символ-Квартал Свобода,2177,Доступные
